player_id,name,position,team,injury_status,fantasy_positions,adp,proj_points
13232,Elijah Ellis,OL,,,['OL'],,
6539,Devontae Jackson,RB,,,['RB'],,
7025,Josiah Coatney,DT,,,['DL'],,
4640,Jadar Johnson,FS,,,['DB'],,
1825,Jarvis Landry,WR,,,['WR'],,
2652,Dreamius Smith,RB,,,['RB'],,
2376,Hroniss Grasu,OL,,,['OL'],,
6203,Valentine Holmes,RB,,,['RB'],,
6238,Tyree Mayfield,TE,,,['TE'],,
7315,Bobby Holly,FB,,,['RB'],,
13170,Desmond Evans,DE,TEN,,['DL'],,
11801,DJ James,CB,NE,,['DB'],,
3372,Rico Gathers,TE,,,['TE'],,
11745,Layden Robinson,OL,NE,,['OL'],,
4223,Rudy Ford,DB,,,['DB'],,
6677,Joe Forson,WR,KC,NA,['WR'],,
11103,Alex Pihlstrom,OL,,,['OL'],,
6050,Brandon Knight,T,,,"['OL', 'OT']",,
7612,Dee Eskridge,WR,MIA,Questionable,['WR'],,
11265,Robert Haskins,OL,,,['OL'],,
8040,Quinn Nordin,K,,Questionable,['K'],,
12745,Shilo Sanders,DB,TB,,['DB'],,
4217,George Kittle,TE,SF,,['TE'],,
6544,Aaron Adeoye,LB,,,"['DL', 'LB']",,
12100,Chris Autman-Bell,WR,,,['WR'],,
211,Daryl Smith,LB,,,['LB'],,
3319,Trevor Davis,WR,,,['WR'],,
270,Lance Moore,WR,,,['WR'],,
6634,Nate Brooks,DB,CIN,,['DB'],,
12480,Moliki Matavao,TE,NO,,['TE'],,
1968,Keon Lyn,CB,,,['DB'],,
5441,Lowell Lotulelei,DL,,,['DL'],,
5735,Airius Moore,ILB,,,['LB'],,
4283,Khalfani Muhammad,RB,,,['RB'],,
3864,Jake Lampman,WR,,,['WR'],,
8761,Josh Rivas,G,,,['OL'],,
8215,Austin Allen,TE,,,['TE'],,
4955,Ronald Jones,RB,,,['RB'],,
7529,Gary Brightwell,RB,CIN,,['RB'],,
7020,Cam Brown,LB,,Questionable,['LB'],,
8903,Greg Long,OL,,Questionable,['OL'],,
2805,Deon Long,WR,,,['WR'],,
1015,Jed Collins,FB,,,['RB'],,
12115,Dell Pettus,DB,NE,,['DB'],,
2558,A.J. Tarpley,LB,,,['LB'],,
12394,Cam Allen,DB,,,['DB'],,
11826,Trey Taylor,DB,LV,,['DB'],,
4482,Gabriel Mass,DT,,,['DL'],,
6821,Austin Jackson,T,MIA,Out,"['OL', 'OT']",,
6864,Khalid Kareem,DE,ATL,,['DL'],,
3461,Russell Hansbrough,RB,,,['RB'],,
5576,Ben Niemann,LB,,,['LB'],,
11628,Marvin Harrison,WR,ARI,Questionable,['WR'],,
1488,B.W. Webb,CB,,,['DB'],,
13219,Michael Gonzalez,OL,ATL,,['OL'],,
4353,Patrick Ricard,FB,BAL,,['RB'],,
4645,Evan Schwan,DE,,,['DL'],,
11750,Dominique Hampton,CB,WAS,,['DB'],,
1798,Josh Huff,WR,,,['WR'],,
1078,L.J. Fort,LB,,,"['DL', 'LB']",,
5480,C.J. Reavis,CB,,,['DB'],,
5757,Josh Woods,LB,ATL,,['LB'],,
8061,Jake Hausmann,TE,,,['TE'],,
5615,Matt Dickerson,DE,MIA,,['DL'],,
7747,Joe Sculthorpe,OL,,,['OL'],,
2335,Damarious Randall,CB,,,['DB'],,
10210,Cameron Latu,TE,PHI,,['TE'],,
2306,Jameis Winston,QB,NYG,,['QB'],,
8675,Derek Schweiger,OL,,,['OL'],,
4939,Roderick Henderson,DT,TEN,,['DL'],,
11730,T.J. Tampa,DB,BAL,,['DB'],,
3502,Romeo Okwara,LB,,,"['DL', 'LB']",,
4924,Zach Terrell,QB,BAL,,['QB'],,
5554,Reggie Hall,CB,,,['DB'],,
13032,Marshall Lang,TE,SEA,,['TE'],,
1180,Frank Alexander,DE,,,['DL'],,
11088,Monte Pottebaum,FB,,,['RB'],,
1479,Keenan Allen,WR,,,['WR'],,
5699,Matt Fleming,WR,,,['WR'],,
6600,Stone Wilson,P,,,['P'],,
5061,Uchenna Nwosu,LB,SEA,PUP,"['DL', 'LB']",,
904,DeMarco Murray,RB,,,['RB'],,
1929,Travis Coons,K,,,['K'],,
3559,Ryan Smith,CB,,,['DB'],,
3258,Nick Vannett,TE,,,['TE'],,
1392,Margus Hunt,DE,,,['DL'],,
13036,T.J. Jackson,DL,,,['DL'],,
4470,Riley Bullough,ILB,,,['LB'],,
6164,Kahale Warring,TE,,,['TE'],,
5770,J.P. Quinn,C,,NA,['OL'],,
12450,Travion Fluellen,DB,,,['DB'],,
184,Adrian Peterson,RB,,,['RB'],,
2587,Dres Anderson,WR,,,['WR'],,
1226,AJ Jenkins,WR,,,['WR'],,
2274,Jackson Jeffcoat,LB,,,['LB'],,
11534,Andrew Whitaker,CB,,,['DB'],,
5547,Ryan Smith,TE,,,['TE'],,
1001,Tyler Clutts,FB,,,['RB'],,
5335,Colby Gossett,OL,,,"['OG', 'OL']",,
5549,Darrel Williams,RB,,,['RB'],,
1423,Blidi Wreh-Wilson,CB,TB,,['DB'],,
3395,Alex McCalister,DE,,,['DL'],,
12195,Myles Murphy,DL,,,['DL'],,
4518,Emanuel Byrd,TE,,,['TE'],,
1786,Lance Lewis,WR,,,['WR'],,
7211,Zimari Manning,WR,,,['WR'],,
4413,Eric Wilson,LB,MIN,,['LB'],,
3410,Jake Coker,QB,,,['QB'],,
8875,Jordan Mosley,DB,,Questionable,['DB'],,
7405,Michael Jacquet,CB,,,['DB'],,
1264,Justin Tucker,K,,Sus,['K'],,
1584,B.J. Daniels,WR,,,"['QB', 'WR']",,
5331,Chris Covington,LB,,,['LB'],,
8463,Zach Tom,OL,GB,,['OL'],,
6636,Jay Liggins,DB,,,['DB'],,
11556,Devin Leary,QB,BAL,,['QB'],,
647,Richie Incognito,G,,,"['OG', 'OL']",,
3513,Jared Norris,LB,,Questionable,['LB'],,
5390,Jamar McGloster,OT,,,['OL'],,
12188,Justin Strong,RB,,,['RB'],,
973,Anthony Sherman,RB,,,['RB'],,
4381,Taysom Hill,TE,NO,PUP,['TE'],,
5153,Levi Wallace,CB,,,['DB'],,
5041,Fred Warner,LB,SF,,['LB'],,
5050,Rashaan Gaulden,DB,,,['DB'],,
12477,Kurtis Rourke,QB,SF,PUP,['QB'],,
4169,Jehu Chesson,WR,,,['WR'],,
7899,Isaiah McKoy,WR,,,['WR'],,
4306,Taylor Reynolds,CB,,,['DB'],,
1492,Johnathan Hankins,DT,SEA,PUP,['DL'],,
4140,Shaquill Griffin,CB,SEA,Questionable,['DB'],,
7283,Chris Williams,DT,CHI,,['DL'],,
7491,Cedrick Lattimore,DT,,,['DL'],,
7896,Donovan Stiner,DB,,,['DB'],,
13197,Matt Harmon,LB,,,['LB'],,
2605,Merrill Noel,DB,,,['DB'],,
1618,Rico Richardson,WR,,,['WR'],,
7204,Reggie Gilliam,RB,BUF,,['RB'],,
115,Cullen Loeffler,LS,,,['LS'],,
5117,Jordan Thomas,TE,,,['TE'],,
696,Chris Clemons,DE,,,['DL'],,
5192,Ralph Webb,RB,,,['RB'],,
206,Cody Wallace,C,,,['OL'],,
7454,Travis Jonsen,WR,,,['WR'],,
527,Dennis Pitta,TE,,,['TE'],,
5856,Cody Ford,OL,CIN,,['OL'],,
1821,Matt Hazel,WR,,,['WR'],,
7469,Austen Pleasants,OL,SF,,['OL'],,
1498,David Amerson,CB,,,['DB'],,
4185,Will Holden,T,,Questionable,"['OL', 'OT']",,
3025,LT Smith,WR,,,['WR'],,
4059,Marshon Lattimore,CB,WAS,,['DB'],,
7327,T.J. Smith,DT,,,['DL'],,
5934,Charles Omenihu,DE,KC,,['DL'],,
5405,Cole Boozer,OT,WAS,,['OL'],,
1793,Trey Burton,TE,,,['TE'],,
2033,Shelby Harris,DE,CLE,,['DL'],,
5461,Trent Sieg,LS,DAL,,['LS'],,
8741,Jamal Pettigrew,TE,,,['TE'],,
4962,Sony Michel,RB,,,['RB'],,
6167,Jordan Scarlett,RB,MIA,,['RB'],,
5218,Demone Harris,DE,,Questionable,"['DL', 'LB']",,
7717,Zechariah McPhearson,CB,JAX,,['DB'],,
11595,Jared Wiley,TE,KC,Questionable,['TE'],,
3967,Wade Phillips,,,,,,
12531,Trevor Etienne,RB,CAR,,['RB'],,
2861,Jacoby Glenn,CB,,,['DB'],,
4790,Robert Wheelwright,WR,,,['WR'],,
5994,Kendall Joseph,ILB,,,['LB'],,
5123,Trenton Cannon,RB,,,['RB'],,
4183,Nathan Peterman,QB,,,['QB'],,
5264,Blake Mack,TE,,,['TE'],,
8490,Curtis Brooks,DT,,,['DL'],,
3536,Tyler Marcordes,OLB,,,['LB'],,
11124,Terrance Lang,DL,,,['DL'],,
609,Antone Smith,RB,,,['RB'],,
11253,Jonah Tavai,DL,,Questionable,['DL'],,
13156,Keondre Jackson,DB,BAL,,['DB'],,
11945,Ryan Sanborn,P,,,['P'],,
7406,Elijah Riley,DB,,Questionable,['DB'],,
3171,Connor Cook,QB,,,['QB'],,
11609,Player Invalid,WR,,,['WR'],,
2448,Bobby McCain,CB,,,['DB'],,
6748,Bryson Allen-Williams,OLB,,,['LB'],,
11708,DJ Glaze,OL,LV,,['OL'],,
1212,Matt Kalil,T,,,['OL'],,
1319,Terrence Frederick,CB,,,['DB'],,
2408,Bryce Petty,QB,,,['QB'],,
7320,Dalton Schoen,WR,,,['WR'],,
8238,Emeka Emezie,WR,,,['WR'],,
7335,Bryce Perkins,QB,,,['QB'],,
8420,Jack Sorenson,WR,,,['WR'],,
11751,Brennan Jackson,DE,LAR,,['DL'],,
3068,Jim Caldwell,,,,,,
1614,Frankie Hammond,WR,,,['WR'],,
4221,Jeremy Sprinkle,TE,,Questionable,['TE'],,
8622,Dohnovan West,OL,,,['OL'],,
12229,David Olajiga,DL,NE,,['DL'],,
7758,Will Fries,G,MIN,,"['OG', 'OL']",,
8046,Brendon White,LB,NYJ,,"['DB', 'LB']",,
2942,Joe Don Duncan,RB,,,['RB'],,
6811,Kenneth Murray,LB,DAL,,['LB'],,
6554,Shawn Poindexter,WR,,,['WR'],,
3240,Darian Thompson,DB,DAL,,['DB'],,
5913,Connor McGovern,G,BUF,,"['OG', 'OL']",,
1810,Jimmy Gaines,ILB,,,['LB'],,
4531,Ricky Seals-Jones,TE,,Questionable,['TE'],,
7067,Simon Stepaniak,OG,,,"['OG', 'OL']",,
6963,Patrick Taylor,RB,SF,,['RB'],,
215,Jason Snelling,RB,,,['RB'],,
11027,Alex Austin,DB,NE,,['DB'],,
6464,John Wirtel,LS,,,['LS'],,
889,DeMarcus VanDyke,CB,,,['DB'],,
2002,Isaiah Burse,WR,,,['WR'],,
6630,Dakari Monroe,CB,,,['DB'],,
4676,Darreus Rogers,WR,,,['WR'],,
3174,Leonard Floyd,LB,ATL,,"['DL', 'LB']",,
3709,Adairius Barnes,CB,,,['DB'],,
11974,Khalid Duke,DE,,Questionable,['DL'],,
8057,Kenji Bahar,QB,,,['QB'],,
3459,Taylor Fallin,G,,,['OL'],,
6340,Chase Middleton,LB,,,['LB'],,
11679,Chris Braswell,LB,TB,,['LB'],,
3558,Chris Jones,DT,KC,,['DL'],,
155,Jerricho Cotchery,WR,,,['WR'],,
5101,Deon Cain,WR,BUF,,['WR'],,
4376,Michael Clark,WR,,,['WR'],,
5616,Mike Ramsay,NT,,,['DL'],,
7184,Bryson Young,LB,,,"['DL', 'LB']",,
7872,Alaric Jackson,OL,LAR,Questionable,['OL'],,
12431,Rory Starkey,WR,,Questionable,['WR'],,
927,Nick Fairley,DT,,,['DL'],,
10898,Tuli Tuipulotu,DL,LAC,,"['DL', 'LB']",,
11165,Ryan Smenda,LB,,Questionable,['LB'],,
12973,DJ Thomas-Jones,TE,PIT,Questionable,['TE'],,
3218,A'Shawn Robinson,DT,CAR,,['DL'],,
1619,Demetrius Harris,TE,,,['TE'],,
1792,Kadron Boone,WR,,,['WR'],,
11749,Cam Hart,CB,LAC,Questionable,['DB'],,
1489,J.J. Wilcox,SS,,,['DB'],,
12249,Randen Plattner,LS,,,['LS'],,
477,Mike Leach,LS,,,['LS'],,
4287,Joshua Holsey,CB,,,['DB'],,
13117,Qualan Jones,RB,,,['RB'],,
11841,Sanoussi Kane,DB,BAL,,['DB'],,
4839,Mitch Leidner,QB,,,['QB'],,
11808,Jha'Quan Jackson,WR,TEN,,['WR'],,
1483,Steve Williams,CB,,,['DB'],,
11018,Christian Braswell,DB,JAX,,['DB'],,
1252,Jeris Pendleton,DT,,,['DL'],,
3023,Damian Parms,SS,,,['DB'],,
5923,Joe Jackson,DE,,,['DL'],,
1326,Eddie Pleasant,SS,,,['DB'],,
12030,Braiden McGregor,DE,NYJ,,['DL'],,
12912,Cam'Ron Silmon-Craig,DB,JAX,,['DB'],,
12140,Omar Speights,LB,LAR,,['LB'],,
11492,Ace Eley,LB,,,['LB'],,
1406,Reggie Dunn,WR,,,['WR'],,
259,Kevin Williams,DT,,,['DL'],,
2619,Andrew East,C,,,['OL'],,
2066,Zack Martin,G,,Questionable,"['OG', 'OL']",,
218,Jonathan Stewart,RB,,,['RB'],,
4831,Justice Liggins,WR,,,['WR'],,
2369,Jordan Richards,DB,BAL,,['DB'],,
12539,Arian Smith,WR,NYJ,,['WR'],,
7357,Dan Chisena,WR,,Questionable,['WR'],,
8568,John Lovett,RB,,,['RB'],,
748,Mike Williams,WR,,,['WR'],,
6922,Ezra Cleveland,G,JAX,,['OL'],,
7382,Dominique Ross,LB,,,['LB'],,
12281,Dimitri Stanley,WR,,,['WR'],,
6843,Albert Okwuegbunam,TE,,,['TE'],,
863,DuJuan Harris,RB,,,['RB'],,
10897,Tyrique Stevenson,CB,CHI,,['DB'],,
11500,Jaylon Thomas,OL,HOU,,['OL'],,
4336,Christian Brown,DE,,,['DL'],,
11136,Oliver Martin,WR,,,['WR'],,
6898,Anthony Gordon,QB,,,['QB'],,
5702,Pat Afriyie,DE,,NA,['DL'],,
4204,Blair Brown,OLB,,,['LB'],,
12777,Joaquin Davis,WR,DEN,,['WR'],,
8864,Ben Beise,TE,,,['TE'],,
5817,Byron Leftwich,QB,,,['QB'],,
12384,Kingsley Eguakun,OL,DET,,['OL'],,
3660,Valdez Showers,WR,,,['WR'],,
5009,Chris Herndon,TE,,,['TE'],,
4566,Karter Schult,DE,,,['DL'],,
3606,Amir Carlisle,WR,,,['WR'],,
1566,Robert Steeples,CB,,,['DB'],,
6147,Clayton Thorson,QB,NYG,,['QB'],,
6941,Troy Dye,LB,LAC,,['LB'],,
2150,Ryan White,CB,,,['DB'],,
2233,Marcus Roberson,CB,,,['DB'],,
890,Stefen Wisniewski,OG,,,"['OG', 'OL']",,
7789,Jalen Camp,WR,,,['WR'],,
12982,Remario Steppings,DL,NE,,['DL'],,
1124,Malik Jackson,DT,CLE,,"['DL', 'LB']",,
2901,Malcome Kennedy,,,,,,
482,Paul Kruger,DE,,,['DL'],,
755,Will Blackmon,FS,,,['DB'],,
7620,Jarvis Miller,LB,,,['LB'],,
6180,Darius Williams,CB,,,['DB'],,
4471,Reese Fleming,CB,,,['DB'],,
3481,Kyle Carter,TE,,,['TE'],,
6484,Michael Onuoha,OLB,,,['LB'],,
8749,Tyreik McAllister,RB,,,['RB'],,
4311,Jermaine Grace,LB,,,['LB'],,
4703,DeAngelo Brown,NT,,,['DL'],,
7052,John Reid,CB,,,['DB'],,
7087,Jonathan Ward,RB,,,['RB'],,
1393,T.J. Johnson,C,,,['OL'],,
12179,Rodney Mathews,DT,,,['DL'],,
11031,Brandon Hill,DB,,Questionable,['DB'],,
12969,Lan Larison,RB,NE,,['RB'],,
8423,Brittain Brown,RB,,,['RB'],,
10865,Travis Dye,RB,,,['RB'],,
145,Rashard Mendenhall,RB,,,['RB'],,
3232,Adam Gotsis,DE,TB,,['DL'],,
6862,Saahdiq Charles,T,DAL,,"['OL', 'OT']",,
5968,Mark Fields,CB,SF,,['DB'],,
492,Tyler Thigpen,RB,,,"['QB', 'RB']",,
5051,Donte Jackson,CB,LAC,,['DB'],,
11036,Anthony Johnson,DB,NYG,PUP,['DB'],,
8300,Andrew Booth,DB,DAL,,['DB'],,
4083,Sidney Jones,CB,,,['DB'],,
12815,Stevo Klotz,TE,LAC,,['TE'],,
3798,Shahbaz Ahmed,G,,,['OL'],,
4309,Scott Orndoff,TE,,,['TE'],,
7230,Badara Traore,T,,Questionable,"['OL', 'OT']",,
5404,Chris Gonzalez,G,,,['OL'],,
5877,Elgton Jenkins,G,GB,,"['OG', 'OL']",,
11653,Charlie Smyth,K,NO,,['K'],,
7514,Michael Pinckney,LB,,,['LB'],,
5064,Tracy Walker,DB,,,['DB'],,
969,Sam Acho,LB,,,['LB'],,
463,Sen'Derrick Marks,DT,,,['DL'],,
3820,Micah Awe,ILB,,,['LB'],,
67,Pat Sims,DT,,,['DL'],,
4583,Cameron Hunt,G,,,['OL'],,
2418,Gabe Wright,DT,WAS,,['DL'],,
12369,Bryce Sheppert,DB,,,['DB'],,
160,Paul Posluszny,LB,,,['LB'],,
8183,Brock Purdy,QB,SF,,['QB'],,
432,William Moore,SS,,,['DB'],,
12080,Aidan Robbins,RB,,,['RB'],,
12339,Danny Abraham,LB,,,['LB'],,
12007,Nathaniel Peat,RB,,,['RB'],,
7084,Jake Luton,QB,,,['QB'],,
4315,Casey Sayles,DE,,,['DL'],,
11133,Jaray Jenkins,WR,,,['WR'],,
2153,Kain Colter,WR,,,['WR'],,
4143,Kendell Beckwith,ILB,,,['LB'],,
3760,Farrington Huguenin,OLB,,,['LB'],,
2163,Shamar Stephen,DT,,,['DL'],,
7201,Nick Vogel,K,,,['K'],,
7343,Sam Renner,DT,,,['DL'],,
6601,Isaiah Mack,DT,,,['DL'],,
11179,Joey Fisher,OL,,,['OL'],,
8055,Brian Johnson,K,,,['K'],,
864,TJ Heath,CB,,,['DB'],,
1133,Devon Wylie,WR,,,['WR'],,
11873,Willis Patrick,OL,,,['OL'],,
5564,Jacob Pugh,OLB,,,['LB'],,
5864,Byron Murphy,CB,MIN,,['DB'],,
6457,Calvin Anderson,T,PIT,,"['OL', 'OT']",,
1234,Russell Wilson,QB,NYG,,['QB'],,
3519,Roger Lewis,WR,,,['WR'],,
1758,Kashif Moore,WR,,,['WR'],,
2456,Kyle Emanuel,LB,,,['LB'],,
1918,Wesley Johnson,C,,,['OL'],,
2900,Terrence Franks,RB,,,['RB'],,
12541,Dont'e Thornton,WR,LV,,['WR'],,
2913,Gavin Lutman,WR,,,['WR'],,
12306,La'Damian Webb,RB,,,['RB'],,
11491,Austin Aune,QB,,,['QB'],,
12732,Dominic Lovett,WR,DET,,['WR'],,
12296,Kaylon Horton,WR,,,['WR'],,
1920,Josh Mauro,DE,ARI,,['DL'],,
5319,Cole Madison,C,,Questionable,['OL'],,
2899,Jalil Carter,CB,,,['DB'],,
8718,Carson Taylor,DE,,,['DL'],,
7891,Brock Wright,TE,DET,,['TE'],,
7996,Dillon Stoner,WR,,,['WR'],,
5492,Donovan Olumba,CB,,,['DB'],,
2987,Dan Pettinato,DE,,,['DL'],,
4656,Tre Sullivan,SS,,,['DB'],,
1338,Matt Barkley,QB,,,['QB'],,
7362,David Moa,DT,,,['DL'],,
11810,Sataoa Laumea,OL,SEA,,['OL'],,
2979,Jarrod West,WR,,,['WR'],,
4792,Jonathan Walton,OLB,,,['LB'],,
2171,Freddie Martino,WR,,,['WR'],,
8634,Chris Pierce,TE,,,['TE'],,
6649,Dare Odeyingbo,DE,,,['DL'],,
4187,Brian Hill,RB,,,['RB'],,
12255,Swayze Bozeman,LB,CHI,,['LB'],,
873,Rahim Moore,FS,,,['DB'],,
2366,Ali Marpet,G,TB,,"['OG', 'OL']",,
8371,Chad Muma,LB,JAX,,['LB'],,
5214,Holton Hill,CB,,,['DB'],,
11822,Jaylen Key,DB,CIN,,['DB'],,
11593,Brevyn Spann-Ford,TE,DAL,Questionable,['TE'],,
2279,Paul Richardson,WR,,,['WR'],,
11485,Antwuan Jackson,DT,,,['DL'],,
13068,Joe Michalski,OL,DEN,,['OL'],,
3299,Ronald Blair,DE,NYJ,,['DL'],,
12512,Quinshon Judkins,RB,CLE,,['RB'],,
238,Dashon Goldson,FS,,,['DB'],,
12560,Shemar Stewart,DL,CIN,,['DL'],,
660,Peyton Hillis,RB,,NA,['RB'],,
1476,Latavius Murray,RB,,,['RB'],,
8357,Marquan McCall,DL,,,['DL'],,
12603,Cobee Bryant,DB,ATL,,['DB'],,
8719,A.J. Thomas,DB,,,['DB'],,
5797,Duplicate Player,ILB,DEN,,['LB'],,
7488,Jonathan Hubbard,OT,,Questionable,['OL'],,
3024,Chris Highland,LS,,,['LS'],,
11758,Sedrick Van Pran-Granger,OL,BUF,PUP,['OL'],,
798,Da'Norris Searcy,SS,,,['DB'],,
5080,Damion Ratley,WR,,,['WR'],,
12634,Jordan Watkins,WR,SF,,['WR'],,
343,Patrick Chung,SS,,,['DB'],,
2542,Laurence Gibson,OT,,,['OL'],,
11293,Troy Brown,LB,,Questionable,['LB'],,
6498,Willie Harvey,LB,,,['LB'],,
8848,Owen Carney,DT,,,['DL'],,
6625,Clayton Hatfield,K,,,['K'],,
8354,Player Invalid,DB,,,['DB'],,
11352,Ronnie Hickman,DB,CLE,,['DB'],,
11426,Evan Deckers,LS,TB,,['LS'],,
3802,Chris Hubert,WR,,,['WR'],,
699,Trumaine McBride,CB,,,['DB'],,
1082,Trent Richardson,RB,,,['RB'],,
8884,JJ Howland,TE,,,['TE'],,
5332,Foyesade Oluokun,LB,JAX,,['LB'],,
12202,Jaylon White-McClain,DE,,,['DL'],,
21,Red Bryant,DE,,,['DL'],,
12107,Dylan Leonard,TE,,,['TE'],,
12684,Kain Medrano,LB,WAS,,['LB'],,
11739,Evan Williams,DB,GB,,['DB'],,
4556,Alex Scearce,OLB,,,['LB'],,
7145,Jashon Cornell,DT,,,['DL'],,
4151,Jake Butt,TE,,,['TE'],,
1365,Aaron Dobson,WR,,,['WR'],,
13124,Jeremiah Webb,WR,NE,,['WR'],,
1062,DeAngelo Tyson,DT,,,['DL'],,
5195,Akrum Wadley,RB,,,['RB'],,
3904,Ra'Zahn Howard,NT,,,['DL'],,
1110,T.Y. Hilton,WR,,,['WR'],,
121,LeRon McClain,RB,,,['RB'],,
5115,David Williams,RB,,,['RB'],,
2825,Trevor Roach,ILB,,,['LB'],,
5710,Nick Holley,WR,,,['WR'],,
8662,Bryce Rodgers,DT,,Questionable,['DL'],,
7565,Terrace Marshall,WR,PHI,Questionable,['WR'],,
715,Ryan Wendell,G,,,['OL'],,
26,Roman Harper,SS,,,['DB'],,
11685,Kamari Lassiter,DB,HOU,,['DB'],,
1122,Aaron Brewer,LS,ARI,,['LS'],,
2618,Duplicate Player,DL,,,['DL'],,
299,Logan Mankins,G,,,['OL'],,
3473,Justin Zimmer,DT,,Questionable,['DL'],,
11374,James Blackman,QB,,,['QB'],,
11257,Shedrick Jackson,WR,LV,,['WR'],,
4008,Greg Manusky,,,,,,
13057,Davion Ross,DB,TEN,,['DB'],,
4064,Cam Robinson,OL,HOU,,"['OL', 'OT']",,
2258,Dontae Johnson,CB,,,['DB'],,
11899,Rico Payton,CB,NO,,['DB'],,
7103,Tavien Feaster,RB,ARI,,['RB'],,
7142,Dustin Woodard,OL,,,['OL'],,
11922,Drake Nugent,OL,SF,,['OL'],,
2709,Eric Patterson,CB,,,['DB'],,
8589,Marcus Santos-Silva,TE,,,['TE'],,
2795,Dakorey Johnson,OLB,,,['LB'],,
1352,Robert Woods,WR,PIT,,['WR'],,
876,Brandon Bair,DE,,,['DL'],,
4930,Franko House,TE,CHI,,['TE'],,
581,Kurt Coleman,FS,,,['DB'],,
3118,Dexter McCoil,SS,,,['DB'],,
651,Santonio Holmes,WR,,,['WR'],,
8419,Stanley Berryhill,WR,,,['WR'],,
11079,Wilson Huber,LB,,,['LB'],,
2242,Chandler Catanzaro,K,,,['K'],,
6718,Jordan McCray,G,,,['OL'],,
56,Leon Hall,CB,,,['DB'],,
11042,Carrington Valentine,DB,GB,,['DB'],,
12610,Princely Umanmielen,DL,CAR,,['DL'],,
7005,Scottie Phillips,RB,,,['RB'],,
2129,Jordan Thompson,TE,,,['TE'],,
11258,Jalen Harris,DL,,,['DL'],,
1617,Bradley McDougald,DB,JAX,,['DB'],,
1181,Luke Kuechly,LB,,,['LB'],,
5643,Austin Fleer,OT,,,['OL'],,
3430,David Dean,DT,,,['DL'],,
7798,Will Sherman,T,DEN,,"['OL', 'OT']",,
6144,Trayveon Williams,RB,,,['RB'],,
3542,DeAndre Reaves,WR,,,['WR'],,
3495,Mike Bercovici,QB,,,['QB'],,
7991,Darius Stills,DT,,Questionable,['DL'],,
4057,Gareon Conley,CB,,,['DB'],,
6809,Trevon Diggs,CB,DAL,PUP,['DB'],,
8181,Connor Heyward,TE,PIT,,['TE'],,
2786,Jarryd Hayne,RB,,,['RB'],,
773,Larry Asante,FS,,,['DB'],,
11385,Brian Walker,TE,,,['TE'],,
6334,Damarea Crockett,RB,,,['RB'],,
1188,Andrew Tiller,G,,,['OL'],,
5650,Dominick Sanders,FS,,,['DB'],,
11835,Jaylen Harrell,DE,TEN,,['DL'],,
12919,Elijah Simmons,DL,ARI,,['DL'],,
13166,Kisean Johnson,WR,CLE,,['WR'],,
3784,Destiny Vaeao,DE,,,['DL'],,
10230,Jalen Wayne,WR,,,['WR'],,
6951,Eno Benjamin,RB,,,['RB'],,
2850,Bobby Richardson,DT,,,['DL'],,
4249,Ejuan Price,OLB,,,['LB'],,
5683,David Steinmetz,T,,,"['OL', 'OT']",,
2451,Davis Tull,OLB,,,['LB'],,
4176,David Sharpe,T,,,"['OL', 'OT']",,
4335,P.J. Walker,QB,,,['QB'],,
1382,Rick Wagner,G,,,['OL'],,
4392,Malcolm Lewis,WR,,,['WR'],,
13140,Demeco Roland,DL,,,['DL'],,
11472,Alfonzo Graham,RB,,,['RB'],,
5545,Raven Greene,DB,,Questionable,['DB'],,
2865,Julian Howsare,RB,,,['RB'],,
1437,Khaled Holmes,C,,,['OL'],,
5535,Micah Hannemann,FS,,,['DB'],,
6919,Thaddeus Moss,TE,,,['TE'],,
4095,Malik McDowell,DT,,,['DL'],,
1140,Mike Harris,G,,,['OL'],,
7847,Gunnar Vogel,OT,,,['OL'],,
11978,John McCartan,LB,,,['LB'],,
5419,Chris Durant,OT,,,['OL'],,
8151,Kenneth Walker,RB,SEA,,['RB'],,
60,Andre Fluellen,DT,,,['DL'],,
7907,Bryce Thompson,CB,,,['DB'],,
319,John Greco,G,,,['OL'],,
2521,Austin Reiter,C,,,['OL'],,
6064,E.J. Ejiya,OLB,,,['LB'],,
6188,Sutton Smith,FB,,,['RB'],,
10236,Dalton Kincaid,TE,BUF,,['TE'],,
12275,Donny Ventrelli,OL,,,['OL'],,
2078,Odell Beckham,WR,,,['WR'],,
7354,Donell Stanley,C,,,['OL'],,
8334,Malcolm Rodriguez,LB,DET,PUP,['LB'],,
7215,Corliss Waitman,P,PIT,,['P'],,
6472,Justin Phillips,LB,,,['LB'],,
1778,Greg Jenkins,CB,,,['DB'],,
2308,Dante Fowler,LB,DAL,,"['DL', 'LB']",,
4317,Brandon Banks,DE,,,['DL'],,
8075,Damon Lloyd,LB,,,['LB'],,
10986,Jammie Robinson,DB,ARI,,['DB'],,
7077,Jacob Bobenmoyer,LS,LV,,['LS'],,
2977,Collin Rahrig,G,,,['OL'],,
2045,Alden Darby,SS,,,['DB'],,
12003,Gunnar Watson,QB,,,['QB'],,
12383,John Jiles,WR,NE,,['WR'],,
3961,Marc Trestman,,,,,,
12352,Jeremy Moussa,QB,,,['QB'],,
5083,Kamrin Moore,FS,,,['DB'],,
3940,Chase Price,RB,,,['RB'],,
4752,Fred Brown,WR,,,['WR'],,
